SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,COUNTS,SAMPVOL_L
474-76,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,17,1
474-76,Rhizosolenia antennata f. semispina,Centric diatom,Rhizosolenia,antennata f. semispina,1,1
474-76,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,11,1
474-77,Asteromphalus hyalinus,Centric diatom,Asteromphalus,hyalinus,1,1
474-77,Asteromphalus parvulus,Centric diatom,Asteromphalus,parvulus,2,1
474-77,Centric diatom 10-20 µm,Centric diatom,(null),(null),2,1
474-77,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3,1
474-77,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,2,1
474-77,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,4,1
474-77,Corethron spp.,Centric diatom,Corethron,spp.,2,1
474-77,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
474-77,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,2,1
474-77,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,9,1
474-77,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,8,1
474-77,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,2,1
474-77,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,13,1
474-77,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,15,1
474-78,Asteromphalus hyalinus,Centric diatom,Asteromphalus,hyalinus,1,1
474-78,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,1,1
474-78,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6,1
474-78,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,2,1
474-78,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,1,1
474-78,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,9,1
474-78,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,7,1
474-78,Nitzschia longissima,Pennate diatom,Nitzschia,longissima,1,1
474-78,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,1,1
474-78,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,11,1
474-78,Rhizosolenia antennata f. semispina,Centric diatom,Rhizosolenia,antennata f. semispina,1,1
474-78,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3,1
474-78,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13,1
474-78,Unid round green object,Other,(null),(null),1,1
538-51,Cyanobacteria coccoid chain,Cyanobacteria,(null),(null),1,1
538-51,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,1,1
538-51,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3,1
536-5,Tripos contortus,Dinoflagellate,Tripos (Tripoceratium),contortus,0,1
535-73,Tripos contortus var. subcontortus,Dinoflagellate,Tripos (Amphiceratium),contortus var. subcontortus,0,0.9
535-85,Tripos contortus,Dinoflagellate,Tripos (Tripoceratium),contortus,0,0.9
535-85,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,0.9
535-85,Ceratocorys horrida,Dinoflagellate,Ceratocorys,horrida,0,0.9
536-49,Acantharia,Radiozoa,(null),(null),1,1
536-49,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
536-49,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,1,1
536-49,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
536-49,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,3,1
536-49,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,1,1
536-49,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,17,1
536-49,Pyrophacus spp.,Dinoflagellate,Pyrophacus,spp.,1,1
536-49,Tripos biceps,Dinoflagellate,Tripos (Amphiceratium),biceps,1,1
536-49,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,6,1
536-49,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,4,1
536-49,Tripos horridus,Dinoflagellate,Tripos (Tripoceratium),horridus,3,1
535-85,Coscinodiscus spp. 400-500 µm,Centric diatom,Coscinodiscus,spp.,0,0.9
536-1,Tripos euarcuatus,Dinoflagellate,Tripos,euarcuatus,0,1
536-9,Ceratocorys horrida,Dinoflagellate,Ceratocorys,horrida,0,1
536-9,Tripos candelabrum,Dinoflagellate,Tripos (Ceratium),candelabrum,0,1
536-9,Tripos contortus var. subcontortus,Dinoflagellate,Tripos (Amphiceratium),contortus var. subcontortus,0,1
536-9,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,0,1
499-1,Tripos brevis,Dinoflagellate,Tripos (Tripoceratium),brevis,0,1
499-1,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
499-1,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,0,1
499-9,Amphisolenia spp.,Dinoflagellate,Amphisolenia,spp.,0,1
499-9,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
499-9,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
499-9,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,0,1
499-13,Amphisolenia spp.,Dinoflagellate,Amphisolenia,spp.,0,1
499-13,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
499-13,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
500-1,Amphisolenia spp.,Dinoflagellate,Amphisolenia,spp.,0,1
500-1,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
500-1,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
500-9,Amphisolenia spp.,Dinoflagellate,Amphisolenia,spp.,0,1
500-9,Tripos brevis,Dinoflagellate,Tripos (Tripoceratium),brevis,0,1
500-9,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
500-9,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
500-9,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
500-9,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
518-25,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
518-25,Tripos euarcuatus,Dinoflagellate,Tripos,euarcuatus,0,1
518-25,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,0,1
518-25,Coscinodiscus spp. 400-500 µm,Centric diatom,Coscinodiscus,spp.,0,1
518-25,Proboscia spp.,Centric diatom,Proboscia,spp.,0,1
518-25,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,0,1
518-61,Tripos brevis,Dinoflagellate,Tripos (Tripoceratium),brevis,0,1
518-61,Tripos inflatus,Dinoflagellate,Tripos,inflatus,0,1
518-61,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,0,1
518-61,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,0,1
518-61,Bacillaria spp.,Pennate diatom,Bacillaria,spp.,0,1
518-61,Coscinodiscus spp. 400-500 µm,Centric diatom,Coscinodiscus,spp.,0,1
518-61,Bellerochea malleus,Centric diatom,Bellerochea,malleus,0,1
518-61,Proboscia spp.,Centric diatom,Proboscia,spp.,0,1
518-61,Podolampas elegans,Dinoflagellate,Podolampas,elegans,0,1
535-81,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,0,0.9
535-81,Tripos candelabrum,Dinoflagellate,Tripos (Ceratium),candelabrum,0,0.9
535-81,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,0.9
535-81,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,0,0.9
535-81,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,0.9
541-6,Amphorellopsis quinquealata,Ciliate,Amphorellopsis,quinquealata,1,1
541-6,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
541-6,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,5,1
541-6,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,1,1
541-6,Codonellopsis gausii,Ciliate,Codonellopsis,gausii,1,1
541-6,Corethron spp.,Centric diatom,Corethron,spp.,2,1
541-6,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,2,1
541-6,Navicula - shaped,Pennate diatom,(null),(null),1,1
541-6,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,4,1
541-6,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,1,1
541-23,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,2,1
541-23,Centric diatom 20-30 µm,Centric diatom,(null),(null),5,1
541-23,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
541-23,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,1,1
541-23,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,1,1
541-23,Corethron spp.,Centric diatom,Corethron,spp.,1,1
541-23,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,2,1
541-23,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,2,1
541-23,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,10,1
541-23,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,7,1
541-23,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,6,1
541-23,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,1,1
541-23,Thalassiosira lentiginosa,Centric diatom,Thalassiosira,lentiginosa,1,1
541-23,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10,1
541-24,Centric diatom 30-40 µm,Centric diatom,(null),(null),3,1
541-24,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,2,1
541-24,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,2,1
541-24,Corethron spp.,Centric diatom,Corethron,spp.,3,1
541-24,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,1,1
541-24,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,2,1
541-24,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,10,1
541-24,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,5,1
541-24,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,1,1
541-24,Proboscia inermis,Centric diatom,Proboscia,inermis,1,1
541-24,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,4,1
541-24,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,1,1
541-24,Thalassiosira gracilis var. gracilis,Centric diatom,Thalassiosira,gracilis var. gracilis,4,1
541-24,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,9,1
541-25,Centric diatom 20-30 µm,Centric diatom,(null),(null),4,1
541-25,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,1,1
541-25,Corethron spp.,Centric diatom,Corethron,spp.,2,1
541-25,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,1,1
541-25,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
541-25,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,7,1
541-25,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6,1
541-25,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,1,1
541-25,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,2,1
541-25,Navicula - shaped,Pennate diatom,(null),(null),1,1
541-25,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,5,1
541-25,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,1,1
541-25,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,11,1
541-26,Amphorellopsis quinquealata,Ciliate,Amphorellopsis,quinquealata,1,1
541-26,Centric diatom 20-30 µm,Centric diatom,(null),(null),2,1
541-26,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3,1
541-26,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,1,1
541-26,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,1,1
541-26,Corethron spp.,Centric diatom,Corethron,spp.,2,1
541-26,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3,1
541-26,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,7,1
541-26,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,5,1
541-26,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,1,1
541-26,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,2,1
541-26,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,1,1
541-26,Thalassiosira gracilis var. gracilis,Centric diatom,Thalassiosira,gracilis var. gracilis,1,1
541-26,Thalassiosira lentiginosa,Centric diatom,Thalassiosira,lentiginosa,1,1
541-26,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,11,1
541-28,Centric diatom 10-20 µm,Centric diatom,(null),(null),1,1
541-28,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,1,1
541-28,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,1,1
541-28,Corethron spp.,Centric diatom,Corethron,spp.,2,1
541-28,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,1,1
541-28,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
541-28,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,8,1
541-28,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3,1
541-28,Haslea trompii,Pennate diatom,Haslea,trompii,1,1
541-28,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,5,1
541-28,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,2,1
541-28,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,7,1
541-29,Centric diatom 20-30 µm,Centric diatom,(null),(null),1,1
541-27,Centric diatom 10-20 µm,Centric diatom,(null),(null),1,1
541-27,Centric diatom 20-30 µm,Centric diatom,(null),(null),3,1
541-27,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,2,1
541-27,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,1,1
541-27,Corethron spp.,Centric diatom,Corethron,spp.,1,1
541-27,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,1,1
541-27,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
541-27,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,7,1
541-27,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,7,1
541-27,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,1,1
541-27,Proboscia alata,Centric diatom,Proboscia,alata,1,1
541-27,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3,1
541-27,Thalassiosira oliveriana,Centric diatom,Thalassiosira,oliveriana,1,1
541-27,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,11,1
541-29,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,1,1
541-29,Codonellopsis gausii,Ciliate,Codonellopsis,gausii,1,1
541-29,Corethron spp.,Centric diatom,Corethron,spp.,2,1
541-29,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,5,1
541-29,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,5,1
541-29,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,4,1
541-29,Thalassiosira gracilis var. gracilis,Centric diatom,Thalassiosira,gracilis var. gracilis,1,1
541-29,Thalassiosira lentiginosa,Centric diatom,Thalassiosira,lentiginosa,1,1
541-29,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,9,1
541-30,Centric diatom 20-30 µm,Centric diatom,(null),(null),3,1
541-30,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,1,1
541-30,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,5,1
541-30,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,2,1
541-30,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,1,1
541-30,Proboscia alata,Centric diatom,Proboscia,alata,1,1
541-30,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,6,1
541-30,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,2,1
541-31,Centric diatom 20-30 µm,Centric diatom,(null),(null),3,1
541-31,Centric diatom 40-50 µm,Centric diatom,(null),(null),1,1
541-31,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,1,1
541-31,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,1,1
541-31,Corethron spp.,Centric diatom,Corethron,spp.,3,1
541-31,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,1,1
541-31,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
541-31,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,5,1
541-31,Fragilariopsis ritscheri,Pennate diatom,Fragilariopsis,ritscheri,1,1
541-31,Haslea trompii,Pennate diatom,Haslea,trompii,1,1
541-31,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,4,1
541-31,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,7,1
541-32,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,1,1
541-32,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,1,1
541-32,Corethron spp.,Centric diatom,Corethron,spp.,2,1
541-32,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,2,1
541-32,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,5,1
541-32,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6,1
541-32,Fragilariopsis pseudonana,Pennate diatom,Fragilariopsis,pseudonana,1,1
541-32,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,1,1
541-32,Phaeocystis cf. spp. (colony <50 um),Flagellate,cf. Phaeocystis,spp.,1,1
541-32,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,7,1
541-32,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,1,1
541-32,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3,1
541-33,Centric diatom 20-30 µm,Centric diatom,(null),(null),1,1
541-33,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
541-33,Corethron spp.,Centric diatom,Corethron,spp.,1,1
541-33,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,1,1
541-33,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3,1
541-33,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,5,1
541-33,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6,1
541-33,Unid heterotroph 20-30 µm,Other,(null),(null),1,1
541-33,Unid round green object,Other,(null),(null),1,1
541-34,Centric diatom 10-20 µm,Centric diatom,(null),(null),1,1
541-34,Centric diatom 20-30 µm,Centric diatom,(null),(null),1,1
541-34,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
541-34,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,1,1
541-34,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,1,1
541-34,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,1,1
541-34,Corethron spp.,Centric diatom,Corethron,spp.,2,1
541-34,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,2,1
541-34,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,6,1
541-34,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,8,1
541-34,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,2,1
541-34,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6,1
541-35,Centric diatom 20-30 µm,Centric diatom,(null),(null),2,1
541-35,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,1,1
541-35,Corethron spp.,Centric diatom,Corethron,spp.,2,1
541-35,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,5,1
541-35,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,2,1
541-35,Haslea trompii,Pennate diatom,Haslea,trompii,1,1
541-35,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,4,1
541-35,Thalassiosira gracilis var. gracilis,Centric diatom,Thalassiosira,gracilis var. gracilis,1,1
541-35,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6,1
541-36,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,1,1
541-36,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,1,1
541-36,Corethron spp.,Centric diatom,Corethron,spp.,2,1
541-36,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,1,1
541-36,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3,1
541-36,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3,1
541-36,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,1,1
541-36,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,6,1
541-36,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3,1
541-37,Centric diatom 10-20 µm,Centric diatom,(null),(null),2,1
541-37,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,2,1
541-37,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,2,1
541-37,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,2,1
541-37,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3,1
541-38,Centric diatom 20-30 µm,Centric diatom,(null),(null),1,1
541-38,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
541-38,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,1,1
541-38,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,2,1
