SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,COUNTS,SAMPVOL_L
416,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,36,1.866348
416,Oncaea venusta typica m,COPEPOD,Copepod,Oncaea,venusta typica,363803,1,0.622116
416,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,38,1.866348
416,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,3,1.244232
416,Radiozoa,NON-COPEPOD,Radiozoa,(null),(null),196831,2,0.622116
416,Tomopteris spp.,NON-COPEPOD,Polychaete,Tomopteris,spp.,129715,1,0.622116
447,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,6,4.072032
447,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,1,1.357344
447,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,20,5.429376
447,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,6,5.429376
409,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,6,11.3112
409,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,7,11.3112
311,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),1248,1,6.617052
311,Facetotecta cyprid,NON-COPEPOD,Thecostraca,(null),(null),150305,1,6.617052
311,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,8,6.617052
386,Acartia (Acartiura) simplex f,COPEPOD,Copepod,Acartia (Acartiura),simplex,346040,1,0.28278
386,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,8,0.28278
386,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,2,0.28278
386,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,2,0.28278
386,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,2,0.28278
386,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,3,0.28278
386,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,1,0.28278
386,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,1,0.28278
432,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,1,1.13112
432,Temora discaudata f,COPEPOD,Copepod,Temora,discaudata,220898,1,1.13112
422,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,2,3.95892
386,Lucifer spp.,NON-COPEPOD,Decapod,Lucifer,spp.,106827,1,0.28278
386,Unid invert larvae,NON-COPEPOD,Other,(null),(null),1066,1,0.28278
422,Harpacticoid j,COPEPOD,Copepod,(null),(null),1102,1,1.13112
422,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,3,1.13112
421,Calanid CIV,COPEPOD,Copepod,(null),(null),104079,1,2.8278
421,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,3,2.8278
421,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,3,2.8278
421,Ditrichocorycaeus dahli f,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,1,2.8278
421,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,1,2.8278
421,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,2,2.8278
421,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,104191,1,2.8278
421,Stephos maculosus f,COPEPOD,Copepod,Stephos,maculosus,355902,1,2.8278
421,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,2,2.8278
416,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,2,0.622116
456,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,2,1.55529
456,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,104191,1,1.55529
456,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,13,2.177406
457,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,1,0.8370288
413,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,7,0.622116
413,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1,0.622116
413,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,128950,2,0.622116
413,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.622116
413,Pareucalanus sewelli m,COPEPOD,Copepod,Pareucalanus,sewelli,360047,1,0.622116
413,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,2,0.622116
458,Calanus australis f,COPEPOD,Copepod,Calanus,australis,345760,3,1.809792
458,Farranula rostrata f,COPEPOD,Copepod,Farranula,rostrata,128814,1,1.809792
458,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,47,3.619584
458,Evadne nordmanni f,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,6,3.619584
458,Mysid,NON-COPEPOD,Mysida,(null),(null),2824,1,1.809792
393,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1,113.112
393,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,113.112
393,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,114,113.112
393,Evadne spinifera f,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,3,113.112
399,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,1,1.7419248
399,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,1,1.7419248
399,Podon intermedius f gravid,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,6,1.7419248
374,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,1.7645472
374,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,8,1.7645472
374,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,3,1.7645472
374,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,5,1.7645472
374,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,11,1.7645472
380,Eucalanus spp. f,COPEPOD,Copepod,Eucalanus,spp.,104171,2,2.036016
373,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,1,0.2940912
373,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,4,0.8822736
416,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,2,0.622116
416,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,1,0.622116
416,Triconia dentipes complex f,COPEPOD,Copepod,Triconia,dentipes complex,128958,1,0.622116
411,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,1,1.13112
373,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,1,0.5881824
373,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,1,0.5881824
373,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,3,0.5881824
411,Macrosetella gracilis j,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,1.13112
411,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,2,1.13112
380,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,12,2.036016
380,Tortanus (Tortanus) barbatus f,COPEPOD,Copepod,Tortanus (Tortanus),barbatus,220937,1,2.036016
411,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,564,1.13112
411,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,8,1.13112
390,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,0.509004
390,Copepod j,COPEPOD,Copepod,(null),(null),1080,250,2.036016
390,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,5,0.509004
390,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,33,1.527012
390,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,32,1.527012
410,Calanoid j,COPEPOD,Copepod,(null),(null),1100,74,2.26224
410,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,18,2.26224
410,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,6,2.26224
410,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,5,2.26224
410,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,1,2.26224
410,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,1,2.26224
410,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,90,2.26224
410,Oithona spp. large m,COPEPOD,Copepod,Oithona,spp.,106485,5,2.26224
410,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,2,2.26224
410,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,3,2.26224
410,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,2,2.26224
410,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),1410,2,2.26224
410,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,23,2.26224
390,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,2,1.527012
390,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,32,1.527012
390,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,22,1.527012
409,Urocorycaeus longistylis f,COPEPOD,Copepod,Urocorycaeus,longistylis,765217,1,5.6556
409,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,5.6556
409,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,6,5.6556
403,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,7,0.2940912
403,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,2,0.2940912
403,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,40,0.2940912
307,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,1,0.2940912
307,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,1,0.2940912
307,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,6,0.2940912
380,Pseudodiaptomus mertoni f,COPEPOD,Copepod,Pseudodiaptomus,mertoni,355172,1,0.2036016
380,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,1,0.2036016
411,Farranula curta f,COPEPOD,Copepod,Farranula,curta,128812,1,1.13112
371,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,346026,3,0.2375352
371,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,1,0.2375352
371,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,1,0.2375352
371,Poecilostomatoida / Cyclopoid j,COPEPOD,Copepod,(null),(null),1103,3,0.2375352
371,Pseudodiaptomus mertoni f,COPEPOD,Copepod,Pseudodiaptomus,mertoni,355172,1,0.2375352
371,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,6,0.2375352
403,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,3,0.2940912
372,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,2,0.2940912
372,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,3,0.2940912
372,Branchiostoma spp.,NON-COPEPOD,Cephalochordate,Branchiostoma,spp.,104902,1,0.2940912
403,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,4,0.2940912
403,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,2,0.2940912
457,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,7,1.6740576
422,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,104597,2,2.8278
446,Farranula rostrata f,COPEPOD,Copepod,Farranula,rostrata,128814,1,0.84834
397,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2,0.904896
446,Evadne nordmanni f,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,6,1.69668
203,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,15,0.1809792
203,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,13,0.1809792
203,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,55,0.1809792
203,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,2,0.1809792
203,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,2,0.1809792
203,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,6,0.1809792
203,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,1,0.1809792
203,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.1809792
203,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,104173,12,0.1809792
203,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,2,0.1809792
203,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,52,0.1809792
446,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,2,0.84834
398,Clausocalanus brevipes f,COPEPOD,Copepod,Clausocalanus,brevipes,342443,2,0.904896
398,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,2,0.904896
398,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,1,0.904896
448,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,1,9.04896
448,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,2,9.04896
448,Microsetella spp.,COPEPOD,Copepod,Microsetella,spp.,115341,2,9.04896
451,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,4,3.11058
207,Calanoid j,COPEPOD,Copepod,(null),(null),1100,81,0.2488464
207,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,9,0.2488464
207,Metacalanus aurivillii f,COPEPOD,Copepod,Metacalanus,aurivillii,353392,4,0.2488464
207,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,4,0.2488464
207,Oithona spp.,COPEPOD,Copepod,Oithona,spp.,106485,1,0.2488464
207,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,11,0.2488464
207,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,4,0.2488464
207,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,5,0.2488464
207,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,1,0.2488464
310,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,138,1.0293192
310,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,16,1.0293192
310,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,3,1.0293192
310,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,1,0.2940912
207,Platyhelminthes j,NON-COPEPOD,Platyhelminthes,(null),(null),793,1,0.2488464
207,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,3,0.2488464
447,Evadne nordmanni f,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,1,2.714688
447,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),1410,1,2.714688
450,Onychocorycaeus agilis m,COPEPOD,Copepod,Onychocorycaeus,agilis,359743,2,0.622116
450,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,1,0.622116
450,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,1,0.622116
450,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,15,0.622116
450,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,1,0.622116
450,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,3,0.622116
450,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,1,0.622116
375,Calanid CV,COPEPOD,Copepod,(null),(null),104079,2,2.940912
375,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,27,2.940912
375,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,18,5.881824
375,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,1,2.940912
375,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,46,2.940912
375,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,4,2.940912
310,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,1,0.735228
310,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,2,0.735228
374,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,1,1.470456
374,Mesocalanus tenuicornis f,COPEPOD,Copepod,Mesocalanus,tenuicornis,104468,1,1.470456
374,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,1,1.470456
375,Euchaeta concinna m,COPEPOD,Copepod,Euchaeta,concinna,104551,1,2.940912
400,Calanoid j,COPEPOD,Copepod,(null),(null),1100,90,1.13112
400,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,3,1.13112
400,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,4,1.13112
400,Harpacticoid j,COPEPOD,Copepod,(null),(null),1102,3,1.13112
400,Pleuromamma borealis f,COPEPOD,Copepod,Pleuromamma,borealis,104638,1,1.13112
400,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,1,1.13112
402,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,346026,4,113.112
402,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,9,113.112
402,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,3,113.112
402,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,4,113.112
402,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,3,113.112
402,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,7,5.6556
406,Urocorycaeus lautus f,COPEPOD,Copepod,Urocorycaeus,lautus,128822,1,0.2940912
406,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,12,0.5881824
406,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,8,0.5881824
406,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,1,0.2940912
401,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,2,2.26224
401,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1,1.13112
401,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,172,2.26224
401,Microsetella spp. f,COPEPOD,Copepod,Microsetella,spp.,115341,31,2.26224
401,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,3,2.26224
401,Oncaea spp. f,COPEPOD,Copepod,Oncaea,spp.,128690,1,1.13112
404,Calanid CV,COPEPOD,Copepod,(null),(null),104079,6,0.5881824
404,Calanopia elliptica m,COPEPOD,Copepod,Calanopia,elliptica,104724,1,0.2940912
404,Centropages furcatus f,COPEPOD,Copepod,Centropages,furcatus,104495,2,0.5881824
423,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,2,2.771244
423,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,9,2.771244
423,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,2,2.771244
423,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,104,2.771244
423,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,1,2.771244
423,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,3,2.771244
404,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,6,0.5881824
404,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,11,0.5881824
404,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,5,0.5881824
404,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,6,0.5881824
404,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,49,0.5881824
404,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,2,0.5881824
404,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,1,0.2940912
404,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,1,0.2940912
404,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,4,0.5881824
404,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,3,0.5881824
436,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1,0.28278
436,Harpacticoid j,COPEPOD,Copepod,(null),(null),1102,4,0.28278
436,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,26,0.56556
427,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,50,2.0586384
427,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,7,2.0586384
427,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,2,1.7645472
427,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,4,0.5881824
459,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,11,0.509004
459,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,8,0.509004
459,Oithona attenuata f,COPEPOD,Copepod,Oithona,attenuata,220944,1,0.509004
459,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,27,0.509004
459,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,2,0.509004
459,Paracalanus spp. i,COPEPOD,Copepod,Paracalanus,spp.,104196,1,0.509004
459,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,1,0.509004
459,Amphipod j,NON-COPEPOD,Amphipod,(null),(null),1135,1,0.509004
459,Dadayiella ganymedes,NON-COPEPOD,Ciliophora,Dadayiella,ganymedes,183542,3,0.509004
459,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),1410,1,0.509004
436,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2,0.28278
436,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,128950,2,0.56556
436,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,104196,1,0.28278
436,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,13,0.56556
436,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,3,0.28278
436,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,15,0.56556
436,Rotalia spp.,NON-COPEPOD,Foraminifera,Rotalia,spp.,112079,8,0.56556
459,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,1,0.509004
433,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,59,48.0726
433,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,3,48.0726
433,Oncaea zernovi complex m,COPEPOD,Copepod,Oncaea,zernovi complex,128955,21,48.0726
433,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,6,48.0726
470,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,8,0.5881824
461,Farranula concinna f,COPEPOD,Copepod,Farranula,concinna,346476,1,0.622116
461,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,5,1.244232
470,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,3,0.5881824
470,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.2940912
470,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,1,0.2940912
470,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,4,0.2940912
401,Centropages furcatus f,COPEPOD,Copepod,Centropages,furcatus,104495,16,1.13112
404,Ditrichocorycaeus subtilis f,COPEPOD,Copepod,Ditrichocorycaeus,subtilis,128809,1,0.2940912
404,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,2,0.2940912
404,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),137217,2,0.2940912
401,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,3,1.13112
401,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,1.13112
401,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,26,1.13112
471,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,104645,2,0.2940912
471,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,4,0.2940912
471,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,4,0.2940912
471,Macrosetella gracilis j,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,0.2940912
471,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,3,0.2940912
471,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,38,0.2940912
471,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,5,0.2940912
471,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,34,0.2940912
