TRIP_CODE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,ZOOP_ABUNDANCE_M3
PHB20151013,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,10.609
MAI20150526,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,11.0019
KAI20150224,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,84.8716
PHB20150330,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,24.7542
PHB20150518,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,88.4079
ROT20160722,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,39.2924
MAI20160530,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,13.2612
MAI20151216,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,18.8604
ROT20160527,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,23.5755
PHB20160407,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,5.8939
YON20160601,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,81.6073
NSI20170627,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,12.8593
KAI20170518,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,7.0726
PHB20170614,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,21.2179
YON20170724,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,9.4302
NSI20170829,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,12.8593
ROT20180221,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,15.717
MAI20180605,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,155.598
MAI20180315,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,70.7264
ROT20181211,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,31.4339
MAI20190731,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,7.5441
IIOE20190517,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,29.8622
KAI20190909,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,49.5085
PHB20200812,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,25.3126
NSI20191220,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,6.4297
NSI20200228,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,38.578
PHB20191216,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,17.6816
PHB20200224,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,10.609
MAI20191015,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,179.1734
ROT20200128,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,39.2924
NSI20201116,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,25.7187
MAI20210215,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,11.3162
NSI20100817,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,6.4297
NSI20101115,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,30.0051
YON20110118,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,81.6073
PHB20110420,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,3.5363
ROT20101124,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,15.717
ROT20110224,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,13.4717
YON20110414,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,108.8098
YON20110720,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,11.6582
NSI20111013,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,32.1483
NSI20111116,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,25.7187
NSI20120213,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,9.6445
NSI20120229,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,3.2148
ROT20110622,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,3.9292
ROT20120130,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,15.717
PHB20120517,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,0.7073
DAR20120730_0130,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,208.9642
NSI20120821,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,28.9335
YON20120918,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,2.0402
YON20121129,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,58.9386
YON20121026,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,18.135
NIN20130209,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,70.7264
PHB20130826,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,5.7736
NSI20130123,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,22.5038
ROT20120928,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,27.5047
YON20130515,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,102.0092
ESP20120309,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,7.8585
NIN20121107,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,40.4151
NSI20130819,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,8.0371
PHB20130227,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,2.2504
NSI20140623,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,12.8593
PHB20131027,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,60.1174
PHB20140427,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,35.3632
PHB20140612,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,18.2284
ROT20140519,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,102.1603
YON20140910,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,24.9356
NSI20140306,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,9.6445
YON20140220,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,394.4355
NSI20170117,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,70.7264
ROT20141119,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,62.8679
DAR20150316,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,44.204
ROT20150319,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,66.7971
PHB20150225,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,14.1453
NSI20150304,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,12.8593
YON20150618,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,32.6429
PHB20160719,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,3.5363
NSI20160318,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,9.6445
YON20160122,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,353.6318
DAR20160530,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,330.0563
NSI20170424,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,70.7264
DAR20161107,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,110.5099
ROT20170626,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,47.1509
YON20161207,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,20.4018
YON20170120,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,190.4171
DAR20170203_0630,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,208.0187
ROT20170523,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,94.3018
DAR20180209_0030,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,567.5572
YON20171215,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,176.8159
NSI20180913,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,77.156
DAR20180731_0630,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,18.6122
YON20180602,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,7.0726
KAI20180820,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,28.2905
ROT20181211,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,15.717
ROT20180831,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,47.1509
IIOE20190526,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,7.0726
NSI20190527,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,12.8593
IIOE20190528,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,28.2905
ROT20190819,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,23.0629
YON20190213,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,70.7264
ROT20200825,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,106.0895
YON20200611,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,54.4049
PHB20200630,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,7.0726
NSI20191024,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,32.1483
ROT20200128,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,23.5755
ROT20200304,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,7.8585
YON20200904,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,7.0726
YON20200926,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,21.2179
NSI20101115,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,53.5806
NSI20110323,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,4.2864
NSI20110412,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,77.156
NSI20120229,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,57.867
NSI20120511,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,25.7187
PHB20121120,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,3.5363
NSI20130913,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,353.6318
NSI20140507,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,6.4297
NSI20141020,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,147.8824
PHB20140427,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,14.1453
YON20140717,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,34.0031
NSI20170117,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,32.1483
NSI20161116,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,135.0231
NSI20150907,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,32.1483
NSI20151027,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,6.4297
NSI20161019,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,19.289
ROT20160223,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,110.0188
NSI20151216,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,6.4297
PHB20160229,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,205.1064
PHB20170205,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,3.5363
PHB20161030,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,49.5085
NSI20171219,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,6.4297
ROT20180511,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,7.3673
NSI20180817,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,51.4374
NSI20190322,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,6.4297
ROT20191218,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,330.0563
NSI20200720,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,25.7187
ROT20191011,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,26.5224
ROT20191126,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,3.5363
PHB20191028,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,35.3632
YON20091123,Tortanus (Tortanus) barbatus m,COPEPOD,Copepod,Tortanus (Tortanus),barbatus,220937,6.8006
YON20131114,Tortanus (Tortanus) barbatus m,COPEPOD,Copepod,Tortanus (Tortanus),barbatus,220937,13.6012
YON20110414,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,6.8006
PHB20120821,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,1.7682
NSI20130326,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,6.4297
NSI20160517,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,6.4297
PHB20180123,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,7.0726
YON20101101,Acartia spp. m,COPEPOD,Copepod,Acartia,spp.,104108,1.6001
MAI20110328,Acartia spp. m,COPEPOD,Copepod,Acartia,spp.,104108,2.9469
YON20110217,Candacia discaudata f,COPEPOD,Copepod,Candacia,discaudata,346235,10.881
ROT20170120,Lucifer spp. mysis,NON-COPEPOD,Decapod,Lucifer,spp.,106827,14.1453
NSI20100711,Lucifer spp. protozoea,NON-COPEPOD,Decapod,Lucifer,spp.,106827,19.289
YON20171215,Lucifer spp. protozoea,NON-COPEPOD,Decapod,Lucifer,spp.,106827,75.7782
KAI20110427,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,0.0354
ROT20110125,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,4.7151
NSI20110915,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,3.2148
KAI20111115,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,1.0609
YON20111027,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,27.2024
KAI20120215,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,11.1141
NSI20120912,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,2.5719
YON20130912,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,122.411
NIN20130806,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,21.2179
ROT20130423,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,11.7877
NSI20130123,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,9.6445
NSI20131016,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,19.289
KAI20140122,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,5.6581
NSI20141020,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,25.7187
PHB20140824,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,5.3045
YON20140624,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,10.881
DAR20140117_1950,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,29.4693
PHB20141112,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,32.3115
NSI20141223,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,57.867
PHB20150121,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,17.6816
PHB20150723,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,7.217
YON20150825,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,32.6429
PHB20151013,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,7.0726
PHB20150630,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,21.2179
NSI20150304,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,41.7928
YON20141120,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,34.0031
PHB20160719,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,3.5363
PHB20160201,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,14.1453
KAI20170518,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,21.2179
ROT20170407,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,23.5755
PHB20171024,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,1.7682
ROT20180221,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,31.4339
ROT20180511,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,22.102
PHB20180528,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,7.0726
YON20181011,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,17.6816
ROT20180727,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,62.8679
NSI20190416,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,51.4374
IIOE20190524,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,3.5363
IIOE20190602,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,7.0726
IIOE20190604,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,17.6816
PHB20190827,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,10.609
NSI20190118,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,7.0726
ROT20200730,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,35.3632
PHB20191118,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,45.9721
PHB20200224,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,17.6816
PHB20200609,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,4.2436
YON20191107,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,335.9502
NSI20200917,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,51.4374
ESP20101013,Acartia (Acartiura) simplex m,COPEPOD,Copepod,Acartia (Acartiura),simplex,346040,1.9646
ROT20100416,Acartia (Acanthacartia) tonsa m,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,345943,35.3632
ROT20100723,Acartia (Acanthacartia) tonsa m,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,345943,31.4339
ESP20111130,Acartia (Acanthacartia) tonsa m,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,345943,47.1509
ROT20110527,Acartia (Acanthacartia) tonsa m,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,345943,15.717
ROT20110725,Acartia (Acanthacartia) tonsa m,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,345943,7.8585
ROT20130321,Acartia (Acanthacartia) tonsa m,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,345943,23.5755
ROT20171214,Acartia (Acanthacartia) tonsa m,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,345943,23.5755
NSI20110606,Euchaeta rimana m,COPEPOD,Copepod,Euchaeta,rimana,346444,2.1432
PHB20110329,Oncaea venusta venella no hump f,COPEPOD,Copepod,Oncaea,venusta venella no hump,363588,1.7682
MAI20110725,Oncaea venusta venella no hump f,COPEPOD,Copepod,Oncaea,venusta venella no hump,363588,0.7367
MAI20110812,Oncaea venusta venella no hump f,COPEPOD,Copepod,Oncaea,venusta venella no hump,363588,0.5894
KAI20111115,Oncaea venusta venella no hump f,COPEPOD,Copepod,Oncaea,venusta venella no hump,363588,1.0609
KAI20120116,Oncaea venusta venella no hump f,COPEPOD,Copepod,Oncaea,venusta venella no hump,363588,13.438
PHB20120821,Oncaea venusta venella no hump f,COPEPOD,Copepod,Oncaea,venusta venella no hump,363588,1.7682
NSI20130819,Oncaea venusta venella no hump f,COPEPOD,Copepod,Oncaea,venusta venella no hump,363588,3.2148
KAI20141029,Oncaea venusta venella no hump f,COPEPOD,Copepod,Oncaea,venusta venella no hump,363588,17.6816
PHB20160229,Oncaea venusta venella no hump f,COPEPOD,Copepod,Oncaea,venusta venella no hump,363588,3.5363
YON20111027,Centropages furcatus j,COPEPOD,Copepod,Centropages,furcatus,104495,10.881
YON20150119,Centropages furcatus j,COPEPOD,Copepod,Centropages,furcatus,104495,21.762
YON20150224,Centropages furcatus j,COPEPOD,Copepod,Centropages,furcatus,104495,27.2024
YON20170322,Centropages furcatus j,COPEPOD,Copepod,Centropages,furcatus,104495,84.8716
YON20190213,Centropages furcatus j,COPEPOD,Copepod,Centropages,furcatus,104495,42.4358
YON20191009,Centropages furcatus j,COPEPOD,Copepod,Centropages,furcatus,104495,17.6816
ROT20140227,Narcomedusae,NON-COPEPOD,Cnidarian,,,16349,7.8585
ROT20150827,Narcomedusae,NON-COPEPOD,Cnidarian,,,16349,3.1434
YON20191202,Narcomedusae,NON-COPEPOD,Cnidarian,,,16349,17.6816
PHB20100218,Corycaeus crassiusculus m,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,2.3575
NSI20140404,Corycaeus crassiusculus m,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,3.2148
NSI20150731,Corycaeus crassiusculus m,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,3.2148
PHB20100702,Clausocalanus farrani f (<1.00mm),COPEPOD,Copepod,Clausocalanus,farrani,220843,3.5363
NSI20120620,Clausocalanus farrani f (<1.00mm),COPEPOD,Copepod,Clausocalanus,farrani,220843,6.4297
ROT20150319,Clausocalanus farrani f (<1.00mm),COPEPOD,Copepod,Clausocalanus,farrani,220843,3.9292
KAI20180820,Clausocalanus farrani f (<1.00mm),COPEPOD,Copepod,Clausocalanus,farrani,220843,7.0726
IIOE20190601,Clausocalanus farrani f (<1.00mm),COPEPOD,Copepod,Clausocalanus,farrani,220843,3.5363
ESP20130725,Ditrichocorycaeus asiaticus m,COPEPOD,Copepod,Ditrichocorycaeus,asiaticus,358328,2.2453
YON20121219,Calanopia elliptica m,COPEPOD,Copepod,Calanopia,elliptica,104724,13.6012
YON20130416,Calanopia elliptica m,COPEPOD,Copepod,Calanopia,elliptica,104724,13.6012
PHB20140515,Oithona spp. f,COPEPOD,Copepod,Oithona,spp.,106485,1.4145
ROT20171103,Oithona spp. f,COPEPOD,Copepod,Oithona,spp.,106485,7.8585
NIN20110706,Triconia dentipes complex f,COPEPOD,Copepod,Triconia,dentipes complex,128958,3.5363
MAI20130611,Triconia dentipes complex f,COPEPOD,Copepod,Triconia,dentipes complex,128958,17.6816
NSI20140507,Triconia dentipes complex f,COPEPOD,Copepod,Triconia,dentipes complex,128958,3.2148
NSI20140623,Triconia dentipes complex f,COPEPOD,Copepod,Triconia,dentipes complex,128958,3.2148
ROT20150224,Triconia dentipes complex f,COPEPOD,Copepod,Triconia,dentipes complex,128958,3.9292
MAI20140915,Triconia dentipes complex f,COPEPOD,Copepod,Triconia,dentipes complex,128958,4.7151
NSI20120620,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,3.2148
PHB20130514,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,0.3328
NSI20130819,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,3.2148
ESP20130314,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,7.8585
PHB20150121,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,11.7877
PHB20170716,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,4.7151
PHB20200609,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,1.4145
PHB20111018,Paroithona spp. f,COPEPOD,Copepod,Paroithona,spp.,106486,21.2179
PHB20120628,Paroithona spp. f,COPEPOD,Copepod,Paroithona,spp.,106486,2.8291
